"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Ref_ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","yearCategory","Planning_Status_Summary","NearestTurbineBuilt","NearestTurbinePlanned","NearestTurbineRejected","lon","lat","Airports","AONB","ARoads","BRoads","HCoast","HVpowerline","MilitarySites","MinRoads","Motorways","NationalParks","NNR","Powerlines","PrimaryRoads","Railway","RAMSAR","SACS","SPA","SSSI","UrbanLarge","UrbanRegions","UrbanSmall","Slope","UKElevation","WindSpeed45","CensusMerged","AgeTotal","AgeMean","AgeMedian","QualTotal","QualLevel4","QualPercL4","SocGrdTot","SocGrdAB","TenureTotal","TenureOwned","PercOwn","Year","Authority","Code","Type","Council_si","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_sha"
"L_0001",189020,66439,"Denzell Downs",5,2,10,"Refused/Abandoned","3736","17/07/2013","Cornwall","South West","England","28/02/2011",NA,NA,"Large",2011,"2010 Onwards",0,1.7,1.7,11.5,-4.9738516881986,50.4597420949078,1.861,3.807,2.849,2.816,9.532,7.647,2.796,0.298,106.13,58.232,7.713,7.647,3.266,6.707,107.01,6.982,46.951,3.173,6.273,0.955,0.955,4.77672338485718,91,8,"E01019060",1659,47.6,50,1434,406,28,404,23,629,467,74,2011,"Cornwall",827,11,123,48,0,39,36,NA,"NOC",62,39.0243902439024,0,31.7073170731707,29.2682926829268,NA
"L_0002",273119,210852,"Mynydd Y Gwrhyd Windfarm (resubmission)",2,2.35,4.7,"Refused/Abandoned","5624","06/10/2015","Neath Port Talbot","Wales","Wales","20/09/2007",NA,NA,"Large",2007,"Before 2010",0,6.2,0.6,0.6,-3.8407128886435,51.7819027179376,24.422,22.471,2.178,4.429,59.65,2.697,19.938,1.006,12.432,3.056,11.584,2.697,10.235,2.093,14.928,13.285,20.587,1.314,2.254,1.495,1.495,3.71872496604919,329,7,"W01000919",1172,41.7,43,966,205,21,362,13.3,504,381,76,2007,"Neath Port Talbot",7014,13,64,0,36,2,16,10,"Lab",33,0,56.25,3.125,25,15.625
"L_0003",313860,478710,"Haverigg Prison (resubmission)",5,1.8,9,"Refused/Abandoned","5077","03/10/2016","Cumbria","North West","England","23/01/2015",NA,NA,"Large",2015,"2010 Onwards",0,0.8,0.8,3.4,-3.32185438380902,54.1968830879997,41.062,29.842,1.8,14.317,37.672,3.481,3.371,0.965,37.704,1.759,5.285,3.481,3.75,1.758,0.102,0.103,0.103,0.103,2.884,1.441,1.441,0.290249705314636,11,NA,"E01019283",1849,42.4,41,1666,252,15,356,14,574,466,81,2015,"Copeland",904,1,51,17,29,0,5,NA,"Lab",26,33.3333333333333,56.8627450980392,0,9.80392156862745,NA
"L_0004",632000,261000,"Parham Airfield (wind)",6,2.3,13.8,"Refused/Abandoned","3262","01/07/2011","Suffolk","Eastern","England","01/03/2005",NA,NA,"Large",2005,"Before 2010",0,39.9,33.1,33.1,1.39343376172365,52.1983800189386,11.887,7.095,5.153,1.603,7.934,2.189,4.644,0.479,83.284,28.37,15.474,2.189,2.764,4.347,8.199,8.2,6.516,2.804,3.552,0.945,0.945,0.649392008781433,40,6,"E01030176",1977,45.8,49,1647,614,37,558,34.6,852,588,69,2005,"Suffolk Coastal",3506,1,55,42,2,11,0,NA,"Con",28,76.3636363636364,3.63636363636364,20,0,NA
"L_0005",496525,425211,"Melton Waste Park",2,2.5,5,"Refused/Abandoned","3645","29/04/2016","Humberside","Yorkshire and Humber","England","14/06/2013",NA,NA,"Large",2013,"2010 Onwards",0,4.8,4.8,7.6,-0.538916152945705,53.7143989348248,18.93,28.676,4.011,1.995,43.516,5.083,10.05,0.421,11.012,57.955,4.586,5.083,1.359,0.616,0.588,0.584,0.584,0.584,1.366,1.366,1.706,0.290249705314636,2,6,"E01013090",1414,43.9,45,1176,429,36,368,35.9,587,505,86,2013,"East Riding Of Yorkshire",2021,11,67,53,6,3,5,NA,"Con",34,79.1044776119403,8.95522388059701,4.47761194029851,7.46268656716418,NA
"L_0006",314375,687820,"J2a",2,2.35,4.7,"Refused/Abandoned","3357","23/06/2016","Fife","Scotland","Scotland","31/01/2014",NA,NA,"Large",2014,"2010 Onwards",0,3.7,2,2,-3.37717832324501,56.0755040736077,12.998,45.421,1.474,0.138,88.811,1.748,5.136,1.119,0.824,52.189,10.353,1.748,1.156,1.489,4.632,26.114,4.632,2.876,1.075,0.43,0.43,1.69574677944183,113,8,"S01002648",1143,39.4,42,930,223,24,780,19.5,464,377,81,2014,"Fife",8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333
"L_0007",377538,339757,"Maer Hills Wind Farm",4,2,8,"Refused/Abandoned","3067","13/09/2011","Staffordshire","West Midlands","England","12/06/2008",NA,NA,"Large",2008,"Before 2010",0,19.7,19.7,33.3,-2.33579036222102,52.9547131536989,20.568,26.052,0.943,4.231,177,3.917,8.69,0.786,4.819,28.614,12.812,3.918,0.766,2.003,8.269,12.728,31.648,1.591,1.474,1.001,1.001,3.49546313285828,186,7,"E01029570",2468,46.6,50,2073,784,38,641,40.2,1035,882,85,2008,"Newcastle-Under-Lyme",3404,1,60,25,12,19,4,NA,"NOC",31,41.6666666666667,20,31.6666666666667,6.66666666666667,NA
"L_0008",528336,167552,"Willow Lane Wind Turbines",10,1.1,11,"Refused/Abandoned","4037","20/05/2014","Greater London","London","England","30/06/2004",NA,NA,"Large",2004,"Before 2010",0,25.6,25.6,90.6,-0.156825887778319,51.3925021484162,10.244,11.172,0.064,0.821,71.691,0.39,4.405,4.68,12.395,46.862,8.399,0.409,2.14,0.022,15.809,5.772,15.809,5.772,0.064,0.064,8.943,0.918059587478638,27,6,"E01003375",1616,40.2,40,1321,333,25,472,21.6,654,388,59,2004,"Merton",5424,8,60,25,32,0,3,NA,"Lab",31,41.6666666666667,53.3333333333333,0,5,NA
"L_0009",444854,306031,"Stonehaven Wind Turbine",1,1.5,1.5,"Refused/Abandoned","4286","26/02/2016","Leicestershire","East Midlands","England","14/04/2014",NA,NA,"Large",2014,"2010 Onwards",0,2.7,0.6,7.3,-1.33843580589773,52.6501644405722,12.375,38.779,3.021,0.151,130.25,0.365,15.632,0.572,4.512,50.088,8.712,0.387,5.966,1.846,42.746,10.714,42.746,3.858,3.273,1.627,1.627,0.582254111766815,145,7,"E01025875",1518,41.7,42,1232,192,16,444,12.6,658,404,61,2014,"Hinckley & Bosworth",2404,1,34,14,1,19,0,NA,"LD",18,41.1764705882353,2.94117647058824,55.8823529411765,0,NA
"L_0010",492034,273320,"Burton Wold Wind Farm Extension (Southern)",3,2.8,8.6,"Refused/Abandoned","3821","18/11/2016","Northamptonshire","East Midlands","England","24/08/2011",NA,NA,"Large",2011,"2010 Onwards",0,1.3,1.3,1.3,-0.650246112818396,52.3502345320702,10.283,43.971,0.766,2.693,104.849,0.562,14.904,1.146,24.747,105.227,27.676,0.562,0.583,2.743,4.133,31.054,4.133,2.871,0.611,0.611,3.163,0.822153091430664,94,7,"E01027327",1480,41.8,43,1263,236,19,513,16,695,380,55,2011,"Wellingborough",2707,1,36,27,9,0,0,NA,"Con",19,75,25,0,0,NA
"L_0011",393000,419300,"Crook Hill (Rochdale MBC)",7,2,14,"Refused/Abandoned","3482","08/10/2013","Greater Manchester","North West","England","20/03/2007",NA,NA,"Large",2007,"Before 2010",0,8.3,2.8,2.8,-2.10742638580626,53.6701271178986,18.706,21.162,2.886,3.032,125.072,1.189,25.742,0.951,5.423,12.999,33.483,1.194,1.526,1.313,39.258,1.948,1.948,1.948,1.581,1.417,1.417,3.38852787017822,379,8,"E01005518",1425,40.4,41,1160,265,23,433,18,591,420,71,2007,"Rochdale",4805,5,60,8,20,32,0,NA,"LD",31,13.3333333333333,33.3333333333333,53.3333333333333,0,NA
"L_0012",256500,962000,"Melness",3,0.85,2.6,"Refused/Abandoned","3929","16/08/2016","Highland","Scotland","Scotland","12/07/2006",NA,NA,"Large",2006,"Before 2010",0,46.1,42.5,42.5,-4.46567580904926,58.5224079320115,103.813,1.018,2.594,15.061,335.68,6.554,19.797,1.473,244.799,134.658,27.639,6.554,53.96,37.43,1.579,1.574,1.574,1.574,13.451,1.629,1.629,1.19999921321869,120,8,"S01003990",522,45.4,48,434,115,26,316,13,238,176,74,2006,"Highland",8018,12,80,0,8,10,56,6,"Ind",41,0,10,12.5,70,7.5
"L_0013",282500,368500,"Nant Bach Re-submission",11,2.5,27.5,"Refused/Abandoned","4064","18/08/2015","Gwynedd","Wales","Wales","12/07/2008",NA,NA,"Large",2008,"Before 2010",0,7.5,0,0,-3.76049158718179,53.2005505890852,24.473,22.057,4.446,0.892,143.814,0.931,13.164,1.006,48.702,5.411,5.615,0.931,4.202,4.441,19.819,6.812,11.155,2.659,9.241,2.651,2.651,7.52541208267212,347,7,"W01000137",1537,44.3,47,1278,441,35,420,24.5,630,479,76,2008,"Conwy",7001,13,59,22,7,4,14,12,"NOC",30,37.2881355932203,11.864406779661,6.77966101694915,23.728813559322,20.3389830508475
"L_0014",492500,274500,"Burton Wold Wind Farm Extension",7,2.3,16.1,"Refused/Abandoned","3973","06/12/2012","Northamptonshire","East Midlands","England","23/11/2007",NA,NA,"Large",2007,"Before 2010",0,0,0,14.3,-0.643081948191843,52.3607616154753,11.249,44.965,0.946,3.44,103.71,0.151,14.176,0.761,25.923,104.713,26.573,0.194,1.704,3.455,3.975,29.942,3.983,1.621,1.767,1.767,2.328,1.56332588195801,88,7,"E01027101",2422,37.3,38,1879,434,23,783,19.3,1017,729,72,2007,"Kettering",2704,1,36,28,6,0,2,NA,"Con",19,77.7777777777778,16.6666666666667,0,5.55555555555556,NA
"L_0015",537719,184055,"Olympic Park Wind Turbine",1,2.5,2.5,"Refused/Abandoned","3056","07/10/2010","Greater London","London","England","31/01/2007",NA,NA,"Large",2007,"Before 2010",0,11.8,11.8,19,-0.0156249774443281,51.5386027341409,5.299,21.957,0.77,2.108,85.609,2.457,2.192,2.218,7.144,65.507,19.143,2.457,0.684,0.419,4.753,4.472,4.753,3.365,0.208,0.208,11.33,0.918059587478638,10,6,"E01033578",1273,27.7,27,1086,541,50,582,32.6,603,62,10,2007,"Newham",5425,8,60,0,54,0,6,NA,"Lab",31,0,90,0,10,NA
"L_0016",286470,834480,"Tom Nan Clach Wind Farm",13,3,39.1,"Refused/Abandoned","4267","18/11/2016","Highland","Scotland","Scotland","01/06/2009","15/06/2016",NA,"Large",2009,"Before 2010",0,14.1,2.9,2.9,-3.89022985287468,57.386534505498,19.166,20.519,10.435,8.037,209.111,9.344,21.397,3.735,113.846,5.602,17.672,9.344,7.6,7.68,19.481,2.977,12.082,2.329,17.506,3.969,3.969,5.76529741287231,517,10,"S01003782",621,42.8,46,514,162,32,423,15.1,261,153,59,2009,"Highland",8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25
"L_0017",302996,349751,"Derwydd Bach Wind Farm",10,2.3,23,"Refused/Abandoned","3975","17/12/2015","Clwyd","Wales","Wales","20/07/2007",NA,NA,"Large",2007,"Before 2010",0,3.1,3.1,11.7,-3.44810045878297,53.0362085472563,14.778,7.258,6.523,0.718,162.137,4.76,25.345,0.686,41.037,12.985,9.989,4.76,3.963,10.906,17.571,7.254,8.074,1.978,11.033,1.247,1.247,1.56332588195801,344,7,"W01000202",1686,41.2,44,1326,478,36,459,29.6,654,566,87,2007,"Denbighshire",7010,13,47,7,8,2,23,7,"NOC",24,14.8936170212766,17.0212765957447,4.25531914893617,48.936170212766,14.8936170212766
"L_0018",456000,524000,"Tees Wind North",18,2.5,45,"Refused/Abandoned","3125","29/06/2011","Cleveland","North East","England","16/12/2001",NA,NA,"Large",2001,"Before 2010",0,24.9,24.9,54.3,-1.13453076803248,54.6080691110314,20.472,40.802,1.354,4.397,10.997,0.87,5.379,0.565,24.392,9.085,2.778,0.87,3.046,0.533,2.243,11.372,2.246,1.892,0.774,0.774,1.021,0.411097705364227,5,7,"E01012107",1404,42.2,43,1145,94,8,415,5.8,666,279,42,2001,"Redcar & Cleveland",722,11,59,14,31,11,3,NA,"Lab",30,23.728813559322,52.5423728813559,18.6440677966102,5.08474576271187,NA
"L_0019",532606,307038,"Nutsgrove Wind Farm",7,2,14.4,"Refused/Abandoned","4080","01/04/2016","Cambridgeshire","Eastern","England","07/07/2006",NA,NA,"Large",2006,"Before 2010",0,4.7,0.8,0.8,-0.0414964391686193,52.6448805057913,19.311,32.309,7.5,1.352,52.208,1.809,16.89,0.082,22.562,90.012,20.594,1.809,2.813,10.238,5.915,6.706,5.913,5.913,8.257,3.224,3.224,0.290249705314636,0,6,"E01015618",1084,42.1,44,879,163,19,315,13,451,307,68,2006,"Peterborough",525,11,57,34,4,5,14,NA,"Con",29,59.6491228070175,7.01754385964912,8.7719298245614,24.5614035087719,NA
"L_0020",343216,445233,"Orchard End",2,2,4,"Refused/Abandoned","3979","22/02/2013","Lancashire","North West","England","01/03/2008",NA,NA,"Large",2008,"Before 2010",0,15.6,15.6,37.3,-2.86567892875508,53.9001380438858,3.755,7.863,3.229,4.706,81.687,0.784,9.422,0.039,7.676,33.475,17.627,0.792,6.678,7.435,4.646,4.646,4.647,2.249,5.165,0,0,0.649392008781433,9,6,"E01025585",2293,44.4,48,1907,505,26,587,21.5,890,753,85,2008,"Wyre",2314,1,55,45,9,1,0,NA,"Con",28,81.8181818181818,16.3636363636364,1.81818181818182,0,NA
"L_0021",392720,419080,"Crook Hill (Calderdale MBC)",5,3,15,"Refused/Abandoned","3945","09/05/2013","Greater Manchester","North West","England","20/03/2007",NA,NA,"Large",2007,"Before 2010",0,8.5,2.7,2.7,-2.11165915503868,53.6681458430713,18.908,21.217,2.839,2.954,125.416,1.171,26.075,0.798,5.34,13.01,33.412,1.171,1.843,1.627,38.932,2.183,2.183,2.183,1.55,1.55,1.605,6.97667598724365,360,8,"E01005518",1425,40.4,41,1160,265,23,433,18,591,420,71,2007,"Rochdale",4805,5,60,8,20,32,0,NA,"LD",31,13.3333333333333,33.3333333333333,53.3333333333333,0,NA
"L_0022",116360,906760,"North Harris Community Trust",3,0.85,2.5,"Refused/Abandoned","3036","06/06/2011","Western Isles","Scotland","Scotland","01/07/2006",NA,NA,"Large",2006,"Before 2010",0,12.3,12.3,37.9,-6.79714333506788,57.9594257962898,96.469,0,1.365,3.883,376.013,1.359,54.105,2.534,262.902,175.987,67.562,1.359,48.305,96.807,6.16,3.029,3.029,3.029,10.622,3.022,3.022,12.4226245880127,377,12,"S01002349",980,48.4,51,844,195,23,553,15.6,476,328,69,2006,"Comhairle Nan Eilean Siar",8032,12,31,0,4,0,24,3,"Ind",16,0,12.9032258064516,0,77.4193548387097,9.67741935483871
"L_0023",296600,191300,"Fforch Nest Wind Farm",6,2.6,16,"Refused/Abandoned","3834","06/02/2013","Mid Glamorgan","Wales","Wales","23/08/2006",NA,NA,"Large",2006,"Before 2010",0,5.4,5.4,5.4,-3.49466137824988,51.6110042087838,24.917,33.283,2.637,1.605,42.213,6.84,9.331,1.596,9.433,14.258,16.639,6.84,11.086,3.293,24.801,5.643,28.904,2.025,2.723,1.694,1.694,5.9162449836731,373,9,"W01001248",2054,39.4,38,1667,302,18,634,13.9,864,640,74,2006,"Rhondda Cynon Taff",7018,13,75,0,57,2,3,13,"Lab",38,0,76,2.66666666666667,4,17.3333333333333
"L_0025",276947,835012,"Moy Wind Farm",20,2,40,"Refused/Abandoned","3719","27/01/2014","Highland","Scotland","Scotland","05/04/2011",NA,NA,"Large",2011,"2010 Onwards",0,16.3,16.3,16.4,-4.04880133145576,57.38883375483,16.193,24.743,15.168,0.71,214.783,6.29,13.664,0.216,116.571,11.92,24.27,6.29,0.978,0.82,13.269,3.872,13.169,3.872,10.614,0.703,0.703,1.19999921321869,274,6,"S01003762",1090,40.9,43,876,299,34,700,24.1,453,294,65,2011,"Highland",8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25
"L_0026",2e+05,70000,"St. Breock Re-Power",11,0.94,10.4,"Refused/Abandoned","4007","06/12/2012","Cornwall","South West","England","15/06/2002",NA,NA,"Large",2002,"Before 2010",0,6.9,5.4,5.4,-4.82126432307467,50.4955760199129,8.972,3.311,1.653,2.996,8.635,2.139,13.173,0.059,94.667,47.162,8.691,2.143,3.08,4.718,95.837,0.715,37.342,0.715,1.825,0.021,0.021,6.97667598724365,78,7,"E01018924",1140,43.9,46,955,261,27,302,16.9,467,323,69,2002,"Cornwall",800,2,79,9,9,36,25,NA,"NOC",40,11.3924050632911,11.3924050632911,45.5696202531646,31.6455696202532,NA
"L_0027",465238,431714,"Cleek Hall",5,2.5,15,"Refused/Abandoned","4352","29/09/2015","North Yorkshire","Yorkshire and Humber","England","17/08/2009",NA,NA,"Large",2009,"Before 2010",0,9.9,9.9,20.7,-1.01151506885404,53.7776810121003,6.451,31.57,2.294,3.77,64.282,0.545,18.64,0.04,10.192,46.579,4.909,0.545,0.853,0.678,4.746,3.905,4.746,3.905,1.722,0.723,0.723,0.65057909488678,4,6,"E01027897",2100,41.8,44,1733,511,29,621,24.6,840,722,86,2009,"Selby",2907,1,41,29,9,0,3,NA,"Con",21,70.7317073170732,21.9512195121951,0,7.31707317073171,NA
"L_0028",258500,649500,"Ardoch Farm (East Renfrewshire)",3,1.3,3.9,"Refused/Abandoned","4017","02/12/2011","Strathclyde","Scotland","Scotland","15/01/2003",NA,NA,"Large",2003,"Before 2010",0,5.4,5.4,12.2,-4.25414760801431,55.7182018907513,19.456,38.315,6.18,2.623,138.98,2.512,11.415,0.418,7.5,35.997,13.63,2.512,3.888,4.878,22.121,9.074,13.561,7.455,2.798,2.11,2.11,1.23312389850616,192,7,"S01001670",639,40,42,492,180,37,371,33.2,250,225,90,2003,"East Renfrewshire",8013,12,20,7,8,3,2,0,"NOC",11,35,40,15,10,0
"L_0029",444250,84250,"Cheverton Down",2,0.6,1.2,"Refused/Abandoned","3164","05/12/2008","Isle of Wight","South East","England","31/05/2001",NA,NA,"Large",2001,"Before 2010",0,3.3,3.3,30.7,-1.37537721800021,50.6562538686909,20.583,0,2.912,1.568,2.392,8.073,6.271,1.623,25.806,12.624,5.993,8.073,24.244,11.74,5.995,2.199,5.995,1.724,5.631,1.542,1.542,2.33889770507812,165,8,"E01017297",1437,44.8,47,1190,342,29,388,22.9,606,473,78,2001,"Isle of Wight",2121,11,48,12,5,19,12,NA,"NOC",25,25,10.4166666666667,39.5833333333333,25,NA
"L_0030",302500,533500,"Land at Flimby Hall Farm",3,3.16,9.5,"Refused/Abandoned","3048","29/06/2011","Cumbria","North West","England","05/12/2007",NA,NA,"Large",2007,"Before 2010",0,108.6,78,78,-3.51397148809314,54.6870739124667,28.596,3.865,3.253,4.378,19.339,1.42,6.204,0.064,42.903,10.063,12.798,1.425,0.398,0.575,13.073,3.024,13.017,2.712,1.959,0,0,3.94577479362488,23,7,"E01019099",1707,41,42,1412,141,10,532,8.6,749,449,60,2007,"Allerdale",901,1,56,19,21,4,12,NA,"NOC",29,33.9285714285714,37.5,7.14285714285714,21.4285714285714,NA
"L_0031",358734,392095,"Causeway Bridges Wind Farm",2,2,4,"Refused/Abandoned","4115","03/07/2014","Cheshire","North West","England","28/04/2008",NA,NA,"Large",2008,"Before 2010",0,2.4,2.4,12,-2.62244962011808,53.4240247043617,15.713,45.826,0.953,3.244,135.216,0.199,11.795,0.289,0.503,37.162,16.712,0.225,1.786,0.717,11.715,7.597,11.714,4.151,0.797,0.797,1.384,0.822153091430664,11,6,"E01012469",1546,41.9,42,1291,271,21,467,16.7,624,513,82,2008,"Warrington",628,11,57,7,22,28,0,NA,"NOC",29,12.280701754386,38.5964912280702,49.1228070175439,0,NA
"L_0032",304304,366301,"Brenig Wind Farm",16,2.5,40,"Refused/Abandoned","4082","31/05/2016","Denbighshire","Wales","Wales","26/04/2007",NA,NA,"Large",2007,"Before 2010",0,22.9,14.9,14.9,-3.43353978420751,53.1851658293101,3.632,6.016,0.174,0.141,145.678,6.164,9.952,0.835,31.582,22.708,13.227,6.164,8.53,14.765,17.392,3.115,15.622,0.786,0.141,0.141,2.065,3.24362945556641,121,6,"W01000199",1690,41.7,44,1402,394,28,504,14.7,715,458,64,2007,"Denbighshire",7010,13,47,7,8,2,23,7,"NOC",24,14.8936170212766,17.0212765957447,4.25531914893617,48.936170212766,14.8936170212766
"L_0033",307500,614500,"Earlshaugh Wind Farm",22,2.3,55.2,"Refused/Abandoned","4364","30/11/2016","Borders","Scotland","Scotland","25/06/2008",NA,NA,"Large",2008,"Before 2010",0,8.5,8.5,16.1,-3.46273209165262,55.4156571371254,55.113,16.495,2.324,4.621,99.73,4.954,49.363,3.531,4.518,62.804,31.96,4.954,11.253,4.996,32.291,0.121,24.64,0.123,8.107,3.459,3.459,6.53883647918701,417,9,"S01005394",863,41.6,45,694,284,41,551,33.6,365,235,64,2008,"Scottish Borders",8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294
"L_0034",362249,1021849,"Bu Wind Farm Repowering",3,0.85,2.6,"Refused/Abandoned","3444","25/11/2013","Orkney Islands","Scotland","Scotland","06/11/2012",NA,NA,"Large",2012,"2010 Onwards",0,5.8,5.8,18.9,-2.66037701732893,59.0818854351993,156.737,29.654,18.323,1.451,365.984,73.314,133.016,3.8,303.616,193.543,88.216,73.314,73.218,69.539,16.134,16.13,6.826,5.302,19.435,1.253,1.253,2.05164074897766,30,9,"S01004969",919,46.3,51,754,201,27,499,16,425,333,78,2012,"Orkney Islands",8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0
"L_0035",452877,229216,"Fewcott Wind Farm",4,2.3,9.2,"Refused/Abandoned","4367","14/07/2015","Oxfordshire","South East","England","05/12/2008",NA,NA,"Large",2008,"Before 2010",0,0.1,0.1,21.7,-1.2318959851539,51.9589221245864,3.454,15.791,5.943,1.1,134.64,5.277,3.967,0.089,0.452,89.399,21.872,5.277,2.041,1.193,39.621,19.135,39.623,1.073,2.854,0,0,0.290249705314636,130,6,"E01028506",1753,40.6,42,1416,560,40,539,40.1,721,527,73,2008,"Cherwell",3101,1,50,44,2,4,0,NA,"Con",26,88,4,8,0,NA
"L_0036",386670,398897,"City of Manchester Stadium",1,2,2,"Refused/Abandoned","2963","06/11/2008","Greater Manchester","North West","England","14/09/2005",NA,NA,"Large",2005,"Before 2010",0,36.8,27.6,27.6,-2.20235659751871,53.486615780538,12.109,37.878,0.464,1.502,144.881,0.559,5.937,1.844,2.208,14.182,18.626,0.559,0.391,0.042,18.713,3.134,14.016,3.134,0,0,7.517,1.23312389850616,57,6,"E01033669",1397,35.4,34,1116,174,16,560,8.6,677,153,23,2005,"Manchester",4803,5,96,0,56,39,1,NA,"Lab",49,0,58.3333333333333,40.625,1.04166666666667,NA
"L_0037",257354,236610,"Brechfa Forest East Wind Farm",12,3,36,"Refused/Abandoned","3582","29/04/2016","Dyfed","Wales","Wales","07/01/2011",NA,NA,"Large",2011,"2010 Onwards",0,20.7,16,16,-4.07975848010707,52.0095379621551,34.29,41.445,7.948,1.537,87.083,18.055,11.552,1.058,29.393,15.356,14.16,18.055,13.314,14.5,26.551,8.7,13.96,4.58,7.582,1.788,1.788,9.58693790435791,276,7,"W01000650",1613,46.5,51,1389,349,25,470,18.5,716,567,79,2011,"Carmarthenshire",7009,13,74,0,11,1,31,31,"NOC",38,0,14.8648648648649,1.35135135135135,41.8918918918919,41.8918918918919
"L_0038",341650,742250,"Frawney Wind Farm - resubmission",5,0.8,4,"Refused/Abandoned","3427","23/01/2017","Tayside","Scotland","Scotland","13/06/2013",NA,NA,"Large",2013,"2010 Onwards",0,11.4,5.5,5.5,-2.95116161604399,56.5685585450721,13.251,33.9,1.366,4.236,101.696,0.384,13.163,1.124,34.699,27.736,15.584,0.384,1.96,11.215,12.566,3.744,12.566,2.729,7.738,1.987,1.987,4.92545318603516,231,9,"S01000632",539,43.4,45,463,110,24,369,16.5,233,135,58,2013,"Angus",8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345
"L_0039",258200,650100,"Over Enoch Farm",5,1.3,6.5,"Refused/Abandoned","4016","06/12/2012","Strathclyde","Scotland","Scotland","08/05/2003",NA,NA,"Large",2003,"Before 2010",0,1.5,0.5,0.5,-4.25923037252516,55.7235010441285,18.788,37.644,5.718,1.953,139.637,2.094,11.141,0.006,6.924,35.329,13.797,2.094,3.256,4.372,21.45,9.311,14.195,6.844,2.572,1.439,1.439,2.34054327011108,170,7,"S01001670",639,40,42,492,180,37,371,33.2,250,225,90,2003,"East Renfrewshire",8013,12,20,7,8,3,2,0,"NOC",11,35,40,15,10,0
"L_0040",320706,940695,"Rumster Forest Community Wind Farm",3,0.9,2.7,"Refused/Abandoned","3908","11/08/2016","Highland","Scotland","Scotland","21/12/2011",NA,NA,"Large",2011,"2010 Onwards",0,3.7,3.7,31.3,-3.35634957728965,58.3475538147487,70.032,53.909,18.376,12.797,293.449,2.388,70.032,0.954,218.271,105.065,17.649,2.388,2.461,15.561,0.743,0.742,0.742,0.742,17.609,3.24,3.24,2.98776912689209,174,9,"S01003971",721,43.6,47,590,138,23,445,11.9,325,216,66,2011,"Highland",8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25
"L_0041",420950,524500,"Royal Oak",5,1.3,6.5,"Refused/Abandoned","4268","14/09/2016","Durham","North East","England","22/02/2005",NA,NA,"Large",2005,"Before 2010",0,7.4,7.4,7.9,-1.67711731456388,54.6152240458022,15.81,14.723,4.288,0.98,29.223,2.588,5.971,0.284,8.176,23.436,12.787,2.588,0.575,2.79,27.618,12.781,14.723,3.922,1.629,0.444,0.444,2.8577196598053,201,8,"E01012334",2466,39.1,41,1884,732,39,742,35.7,962,727,76,2005,"Darlington",1322,11,53,16,35,2,0,NA,"Lab",27,30.188679245283,66.0377358490566,3.77358490566038,0,NA
"L_0042",423215,427292,"Mars Petcare",1,2,2,"Refused/Abandoned","3675","25/03/2015","West Yorkshire","Yorkshire and Humber","England","02/12/2009",NA,NA,"Large",2009,"Before 2010",0,17.3,15.2,15.2,-1.64950611653351,53.7414966858582,12.92,19.125,0.09,0.844,101.626,0.051,7.541,0.094,0.541,21.851,40.908,0.146,0.655,2.591,46.918,12.118,17.277,7.797,0,0,5.389,2.48498606681824,166,7,"E01011050",1520,42.5,45,1256,276,22,441,21.3,620,549,89,2009,"Kirklees",5303,5,69,22,22,19,6,NA,"NOC",35,31.8840579710145,31.8840579710145,27.536231884058,8.69565217391304,NA
"L_0043",535485,293292,"Greenvale AP Wind Turbine",1,2,2,"Refused/Abandoned","2821","15/08/2012","Cambridgeshire","Eastern","England","18/07/2011",NA,NA,"Large",2011,"2010 Onwards",0,5.1,4.8,4.8,-0.00458966039737816,52.5206712769744,7.162,39.567,5.604,2.216,60.943,1.603,17.076,0.223,19.405,88.52,14.126,1.603,5.314,3.795,6.854,6.856,6.856,6.856,4.611,2.666,2.666,0.411097705364227,0,6,"E01018060",1846,38.4,40,1494,291,19,603,14.9,753,574,76,2011,"Fenland",503,1,40,34,0,2,4,NA,"Con",21,85,0,5,10,NA
