"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Ref_ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","yearCategory","Planning_Status_Summary","NearestTurbineBuilt","NearestTurbinePlanned","NearestTurbineRejected","lon","lat","Airports","AONB","ARoads","BRoads","HCoast","HVpowerline","MilitarySites","MinRoads","Motorways","NationalParks","NNR","Powerlines","PrimaryRoads","Railway","RAMSAR","SACS","SPA","SSSI","UrbanLarge","UrbanRegions","UrbanSmall","Slope","UKElevation","WindSpeed45","CensusMerged","AgeTotal","AgeMean","AgeMedian","QualTotal","QualLevel4","QualPercL4","SocGrdTot","SocGrdAB","TenureTotal","TenureOwned","PercOwn","Year","Authority","Code","Type","Council_si","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_sha"
"L_1321",285000,750000,"Calliachar",14,2.3,32.2,"Approved","4027","24/12/2013","Tayside","Scotland","Scotland","16/02/2004","01/06/2012","30/09/2013","Large",2004,"Before 2010",1,0,0,7.1,-3.87607791275411,56.6276789885463,55.157,4.625,1.128,0.226,145.938,2.467,53.195,0.16,35.916,14.108,17.25,2.514,11.13,11.952,31.106,0.349,13.53,0.805,0.68,0,0,9.30575275421143,124,6,"S01005141",828,48.5,53,734,262,36,496,23.6,399,252,63,2004,"Perth & Kinross",8024,12,41,10,5,9,2,15,"NOC",21,24.390243902439,12.1951219512195,21.9512195121951,4.8780487804878,36.5853658536585
"L_1322",348000,831000,"Clashindarroch 2 (Revised)",18,2.05,37,"Approved","4623","29/06/2015","Grampian","Scotland","Scotland","01/06/2009","01/06/2013","26/06/2015","Large",2009,"Before 2010",1,0,0,1.5,-2.86614774470573,57.3664819395072,42.99,36.245,2.83,4.112,180.457,9.107,36.946,0.1,114.19,14.436,29.12,9.108,9.151,4.536,30.025,4.417,10.264,3.368,9.151,0.633,0.633,18.6621589660645,272,8,"S01000441",900,42.1,45,735,185,25,572,18.9,394,253,64,2009,"Aberdeenshire",8002,12,68,13,0,25,8,22,"NOC",35,19.1176470588235,0,36.7647058823529,11.7647058823529,32.3529411764706
"L_1323",406123,854692,"Land at Overside and Greenwellheads Farms",4,2.3,9.2,"Approved","3802","09/12/2013","Grampian","Scotland","Scotland","30/03/2011",NA,"01/11/2013","Large",2011,"2010 Onwards",1,18.3,0.7,0.7,-1.89926297657898,57.5822370385424,44.86,92.107,7.583,4.5,197.238,0.605,40.302,0.827,161.755,75.894,25.507,1.157,1.446,43.337,3.469,14.693,3.473,2.352,8.326,1.135,1.135,0.411097705364227,39,8,"S01000524",706,41.7,45,590,131,22,470,10.9,260,206,79,2011,"Aberdeenshire",8002,12,68,13,0,25,8,22,"NOC",35,19.1176470588235,0,36.7647058823529,11.7647058823529,32.3529411764706
"L_1324",281550,957550,"Strathy North",33,2.05,67.7,"Approved","4625","04/01/2016","Highland","Scotland","Scotland","12/01/2007","31/01/2014","01/12/2015","Large",2007,"Before 2010",1,6.7,6.1,6.1,-4.03358811883796,58.4900040106925,95.042,11.346,6.474,10.038,321.758,6.784,44.673,3.693,236.313,123.317,8.386,6.784,30.817,16.718,1.043,1.041,1.041,1.041,10.613,6.89,6.89,1.86008024215698,137,8,"S01003988",490,48.6,52,429,87,20,284,20.8,249,173,69,2007,"Highland",8018,12,80,0,7,21,35,17,"NOC",41,0,8.75,26.25,43.75,21.25
"L_1325",328104,697699,"Skeddoway Farm Wind Turbine",1,1.5,1.5,"Approved","3845","14/07/2017","Fife","Scotland","Scotland","28/09/2011","01/09/2014","01/12/2014","Large",2011,"2010 Onwards",1,3.9,3.9,3.9,-3.1593392275929,56.166507304237,3.891,46.54,3.263,0.852,80.513,0.345,2.838,0.3,14.835,62.091,10.416,0.346,1.365,0.59,4.865,18.018,4.865,4.865,0.828,0.32,0.32,0.65057909488678,58,7,"S01002814",876,43.3,46,732,101,14,531,9,413,248,60,2011,"Fife",8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795
"L_1326",399555,855289,"North Red Bog",2,0.8,1.6,"Approved","2965","05/10/2009","Grampian","Scotland","Scotland","06/07/2007",NA,"23/06/2008","Large",2007,"Before 2010",1,15.4,15.4,26.2,-2.00910119115803,57.5876391207374,43.171,87.493,4.968,1.823,197.675,0.336,39.816,0.363,158.579,70.653,25.209,1.267,0.384,39.627,5.91,10.775,5.904,3.04,9.639,0.459,0.459,0.65057909488678,86,8,"S01000519",515,39.7,42,422,97,23,360,17.5,196,162,83,2007,"Aberdeenshire",8002,12,68,14,0,24,8,22,"NOC",35,20.5882352941176,0,35.2941176470588,11.7647058823529,32.3529411764706
"L_1327",335252,993820,"West Hill, Flotta",1,2,2,"Approved","2742","07/06/2011","Orkney Islands","Scotland","Scotland","26/04/2004",NA,"01/07/2010","Large",2004,"Before 2010",1,8.6,7,7,-3.12309253017983,58.8269684914789,123.989,9.237,9.365,0.362,342.013,34.423,98.689,0.748,272.375,159.857,49.434,34.423,34.326,34.232,21.32,7.106,2.928,2.928,17.448,0.362,0.362,2.03091430664062,52,9,"S01004971",1021,48.9,54,887,258,29,612,12.7,511,389,76,2004,"Orkney Islands",8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0
"L_1328",176500,35500,"Roskrow Wind Turbines",2,0.85,1.7,"Approved","3233","04/07/2012","Cornwall","South West","England","01/12/2002",NA,"01/12/2007","Large",2002,"Before 2010",1,4.1,3.2,3.2,-5.13164592527305,50.177278693252,12.446,2.22,0.618,0.913,7.525,2.553,12.446,0.13,127.686,78.492,13.877,2.553,0.217,0.942,83.63,4.547,24.148,4.922,0.849,0.762,0.762,3.18947529792786,133,8,"E01018901",1668,43.2,45,1385,413,30,445,22.5,699,548,78,2002,"Cornwall",800,2,79,9,9,36,25,NA,"NOC",40,11.3924050632911,11.3924050632911,45.5696202531646,31.6455696202532,NA
"L_1329",220442,804419,"Beinneun Windfarm Extension",7,3.4,23.8,"Approved","3619","31/07/2017","Highland","Scotland","Scotland","14/10/2014","15/07/2015","16/02/2017","Large",2014,"2010 Onwards",1,15.4,15.4,94.2,-4.96548110449657,57.0956058048967,50.274,12.198,30.371,15.543,230.367,1.849,49.372,1.999,119.795,31.776,12.055,1.849,0.869,22.92,45.66,5.203,2.099,2.099,17.162,3.81,3.81,13.4580326080322,484,8,"S01003744",665,43.8,48,547,161,29,405,19.5,278,210,76,2014,"Highland",8018,12,80,0,8,15,36,21,"NOC",41,0,10,18.75,45,26.25
"L_1330",334300,1026200,"Burgar Hill (land Near), Evie",1,2.5,2.3,"Approved","3408","21/05/2010","Orkney Islands","Scotland","Scotland","09/07/2007",NA,"01/11/2009","Large",2007,"Before 2010",1,8.9,8.9,26.2,-3.14921626722973,59.1175519301288,156.112,9.966,1.332,1.676,374.051,62.253,109.761,0.862,304.532,191.637,77.291,62.253,60.827,62.98,33.931,8.53,0.166,0.166,17.682,1.357,1.357,3.2122642993927,145,9,"S01004967",669,42.9,46,545,195,36,432,27.3,275,230,84,2007,"Orkney Islands",8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0
"L_1331",175200,637600,"Cnoc Donn Arnicle",26,0.57,15,"Approved","3294","03/02/2010","Strathclyde","Scotland","Scotland","20/04/1998",NA,"01/10/2001","Large",1998,"Before 2010",1,39.5,39.5,53.4,-5.56813735818982,55.5800262508405,16.497,11.367,21.683,4.145,170.844,4.158,15.226,4.169,70.887,57.215,44.93,4.158,7.713,46.637,6.765,20.659,6.771,5.044,16.377,4.151,4.151,5.57871532440186,382,11,"S01000721",702,43.8,47,568,162,29,419,16.7,314,180,57,1998,"Argyll & Bute",8004,12,33,3,2,4,20,4,"Ind",17,9.09090909090909,6.06060606060606,12.1212121212121,60.6060606060606,12.1212121212121
"L_1332",415700,541000,"Hedley Hope",3,0.8,2.4,"Approved","3466","14/08/2010","Durham","North East","England","07/06/1999",NA,"30/12/2001","Large",1999,"Before 2010",1,6.5,0.7,0.7,-1.7575282363426,54.7636912031904,19.486,5.432,5.551,0.698,28,3.308,19.838,0.563,14.558,36.212,11.382,2.521,3.774,7.123,28.423,9.867,9.867,8.365,4.783,0.479,0.479,2.90569472312927,266,7,"E01020646",1586,41.1,43,1292,310,24,497,18.7,688,492,72,1999,"Durham",1304,1,49,0,33,13,3,NA,"Lab",25,0,67.3469387755102,26.530612244898,6.12244897959184,NA
"L_1332",415700,541000,"Hedley Hope",3,0.8,2.4,"Approved","3466","14/08/2010","Durham","North East","England","07/06/1999",NA,"30/12/2001","Large",1999,"Before 2010",1,6.5,0.7,0.7,-1.7575282363426,54.7636912031904,19.486,5.432,5.551,0.698,28,3.308,19.838,0.563,14.558,36.212,11.382,2.521,3.774,7.123,28.423,9.867,9.867,8.365,4.783,0.479,0.479,2.90569472312927,266,7,"E01020646",1586,41.1,43,1292,310,24,497,18.7,688,492,72,1999,"Durham",1300,2,61,2,53,2,4,NA,"Lab",31,3.27868852459016,86.8852459016393,3.27868852459016,6.55737704918033,NA
"L_1333",351169,401881,"PROMISED LAND FARM",2,0.5,1,"Approved","3361","23/02/2017","Merseyside","North West","England","15/05/2013","22/09/2014","22/10/2014","Large",2013,"2010 Onwards",1,1.3,1.3,12.2,-2.73780478538354,53.5113307191078,20.303,37.694,2.425,1.453,123.055,1.584,5.165,0.39,2.313,48.055,22.017,1.588,3.511,1.946,14.8,17.596,14.802,2.568,1.662,1.346,1.346,2.33889770507812,90,7,"E01006885",1278,47.8,51,1103,405,37,330,37,546,491,90,2013,"St Helens",4903,5,48,3,40,5,0,NA,"Lab",25,6.25,83.3333333333333,10.4166666666667,0,NA
"L_1334",295886,191521,"Pant y wal",10,2.5,25,"Approved","4039","03/06/2013","Mid Glamorgan","Wales","Wales","31/03/2006","01/04/2012","01/06/2013","Large",2006,"Before 2010",1,22.5,19.3,19.3,-3.50503460261248,51.6128588717742,25.386,32.603,2.172,2.339,42.358,7.367,9.7,1.541,9.405,14.09,16.424,7.367,11.816,3.89,24.065,5.513,29.636,1.926,3.361,1.997,1.997,2.98776912689209,432,9,"W01001033",1738,39.2,40,1375,214,16,532,10.2,735,573,78,2006,"Bridgend",7004,13,54,8,22,13,10,1,"NOC",28,14.8148148148148,40.7407407407407,24.0740740740741,18.5185185185185,1.85185185185185
"L_1335",423069,455946,"Knabs Ridge Windfarm",8,2,16,"Approved","3147","06/05/2009","North Yorkshire","Yorkshire and Humber","England","23/04/2004","01/03/2007","22/04/2008","Large",2004,"Before 2010",1,4.9,4.9,10,-1.64957522848055,53.9990360892579,13.871,0.391,7.505,2.733,77.776,6.097,1.596,0.471,17.761,11.114,30.665,6.097,0.372,7.381,33.385,6.678,6.678,6.678,4.639,1.077,1.077,0.649392008781433,214,7,"E01027682",1639,43.9,47,1329,488,37,441,38.3,674,522,77,2004,"Harrogate",2903,1,54,29,0,21,4,NA,"Con",28,53.7037037037037,0,38.8888888888889,7.40740740740741,NA
"L_1336",651905,286095,"Wind Farm Africa Alive",2,2.05,4.1,"Approved","2988","13/09/2011","Suffolk","Eastern","England","18/12/2006","01/05/2011","01/06/2011","Large",2006,"Before 2010",1,4.6,4.6,35.2,1.70283374551739,52.4147944223397,36.91,0.35,4.156,0.401,1.65,8.276,27.192,0.415,109.797,5.553,2.003,8.276,0.348,5.475,5.605,1.87,1.87,1.706,0.191,0.191,1.652,1.48400843143463,14,7,"E01030252",1745,50.1,55,1519,248,16,445,16.9,815,644,79,2006,"Waveney",3507,1,48,29,12,3,4,NA,"Con",25,60.4166666666667,25,6.25,8.33333333333333,NA
"L_1337",385642,842482,"Hill of Balquhindachy extension",2,0.85,1.7,"Approved","2758","01/06/2010","Grampian","Scotland","Scotland","20/03/2007",NA,"09/07/2010","Large",2007,"Before 2010",1,2.2,2.2,13,-2.24104076111955,57.4723703130198,28.787,68.584,5.076,1.14,185.278,2.908,28.911,0.092,140.345,52.049,17.958,2.908,13.958,20.939,17.658,14.643,17.663,4.442,13.823,1.168,1.168,3.51159071922302,135,8,"S01000465",665,42.2,46,565,195,35,466,26.6,272,229,84,2007,"Aberdeenshire",8002,12,68,14,0,24,8,22,"NOC",35,20.5882352941176,0,35.2941176470588,11.7647058823529,32.3529411764706
"L_1338",291053,295836,"Carno 'B' Wind Farm",28,0.6,16.8,"Approved","2564","30/10/2011","Powys","Wales","Wales","30/12/1993",NA,"01/10/1996","Large",1993,"Before 2010",1,6.5,6.5,62.4,-3.60816294453716,52.5494325382762,31.633,27.692,17.787,2.078,145.407,16.67,34.807,1.896,73.93,15.209,17.818,16.67,4.727,4.046,21.56,4.497,17.289,1.26,11.424,1.891,1.891,2.91456985473633,465,8,"W01000452",1931,46,50,1614,464,29,520,21.3,825,649,79,1993,"Powys",4500,4,46,0,6,4,36,0,"Ind",24,0,13.0434782608696,8.69565217391304,78.2608695652174,0
"L_1339",450491,404311,"Marr Windfarm",4,2,8,"Approved","3963","29/03/2012","South Yorkshire","Yorkshire and Humber","England","20/12/2006","01/03/2011","18/01/2012","Large",2006,"Before 2010",1,0,0,31,-1.23971376381591,53.5330354621319,15.702,51.13,4.385,2.632,89.465,1.214,15.998,0.014,2.596,23.397,17.73,1.214,0.755,4.45,30.342,17.729,17.95,2.871,3.471,0.822,0.822,0.65057909488678,74,7,"E01007583",1455,45.8,49,1252,309,25,418,24.6,632,512,81,2006,"Doncaster",5002,5,63,9,28,12,14,NA,"NOC",32,14.2857142857143,44.4444444444444,19.047619047619,22.2222222222222,NA
"L_1340",425455,355000,"Ryder Point Quarry Wind Turbines",2,2.5,5,"Approved","4206","23/01/2017","Derbyshire","East Midlands","England","21/11/2012","15/04/2015","15/12/2015","Large",2012,"2010 Onwards",1,0,0,8.7,-1.62135744021399,53.0916080755945,15.616,41.26,1.481,1.484,127.093,0.706,19.798,0.461,19.528,1.405,7.552,0.708,4.361,2.91,34.568,1.2,10.484,1.133,2.898,1.437,1.437,4.35509920120239,328,8,"E01019605",1879,43.2,46,1526,574,38,550,31.8,781,617,79,2012,"Derbyshire Dales",1009,1,39,29,5,4,1,NA,"Con",20,74.3589743589744,12.8205128205128,10.2564102564103,2.56410256410256,NA
"L_1341",491902,274577,"Burton Wold Wind Farm - Northern Extension (resubmission)",9,1.6,14.4,"Approved","4210","21/12/2015","Northamptonshire","East Midlands","England","29/08/2012","21/10/2013","01/08/2014","Large",2012,"2010 Onwards",1,90.9,2.6,2.6,-0.651839738896769,52.3615541304263,10.777,45.21,1.515,3.783,104.103,0.418,14.748,0.23,25.558,104.237,26.764,0.418,1.112,2.908,4.571,30.362,4.576,1.725,1.331,1.331,2.247,1.19999921321869,83,6,"E01027101",2422,37.3,38,1879,434,23,783,19.3,1017,729,72,2012,"Kettering",2704,1,36,26,9,0,1,NA,"Con",19,72.2222222222222,25,0,2.77777777777778,NA
"L_1342",334300,1026200,"Burgar Hill",2,2.5,5,"Approved","3307","05/10/2009","Orkney Islands","Scotland","Scotland","13/02/1997",NA,"01/12/2006","Large",1997,"Before 2010",1,22,22,35.4,-3.14921626722973,59.1175519301288,156.112,9.966,1.332,1.676,374.051,62.253,109.761,0.862,304.532,191.637,77.291,62.253,60.827,62.98,33.931,8.53,0.166,0.166,17.682,1.357,1.357,3.2122642993927,145,9,"S01004967",669,42.9,46,545,195,36,432,27.3,275,230,84,1997,"Orkney Islands",6401,14,27,0,0,0,27,0,"Ind",14,0,0,0,100,0
"L_1343",528800,284900,"Ramsey 1",1,1.8,1.8,"Approved","3155","31/03/2015","Cambridgeshire","Eastern","England","11/03/2003",NA,"30/09/2008","Large",2003,"Before 2010",1,9.2,9.2,12.4,-0.10629749290943,52.4468883451278,1.245,50.295,12.159,0.205,71.648,0.885,9.025,0.172,11.407,96.848,4.129,0.887,5.11,8.595,5.286,5.286,13.556,2.708,0,0,2.82,0.649392008781433,4,6,"E01018211",1838,42.7,44,1496,454,30,501,32.9,689,550,80,2003,"Huntingdonshire",504,1,53,36,0,14,3,NA,"Con",27,67.9245283018868,0,26.4150943396226,5.66037735849057,NA
"L_1344",327150,951850,"Bilbster Wind Farm",3,1.3,3.9,"Approved","3207","23/10/2009","Highland","Scotland","Scotland","23/01/2004",NA,"01/02/2008","Large",2004,"Before 2010",1,5.7,4.7,4.7,-3.24983331464957,58.4488346629011,81.426,43.716,6.778,3.007,302.65,1.879,81.426,1.362,229.844,117.113,20.831,2.001,1.426,2.74,1.684,1.683,1.683,1.683,8.009,1.144,1.144,2.48498606681824,50,8,"S01003980",643,40.2,42,526,101,19,435,10.8,266,229,86,2004,"Highland",8018,12,80,0,8,9,57,6,"Ind",41,0,10,11.25,71.25,7.5
"L_1345",361900,837400,"Glens of Foudland",20,1.3,26,"Approved","3311","15/02/2016","Grampian","Scotland","Scotland","23/01/2001",NA,"22/07/2005","Large",2001,"Before 2010",1,17.8,17.8,43.4,-2.63607462171367,57.4253453290516,34.763,48.842,5.295,4.479,183.377,3.249,40.685,0.23,125.02,29.246,37.44,3.249,2.587,8.438,33.448,13.401,21.2,10.911,8.071,1.388,1.388,0.918059587478638,274,9,"S01000453",584,42.6,45,482,112,23,382,14.4,225,171,76,2001,"Aberdeenshire",8002,12,68,7,0,28,10,23,"NOC",35,10.2941176470588,0,41.1764705882353,14.7058823529412,33.8235294117647
"L_1346",366700,670500,"Crystal Rig Wind Farm Phase III",6,2.3,13.8,"Approved","4215","04/01/2017","Borders","Scotland","Scotland","14/06/2013","15/01/2016","22/12/2016","Large",2013,"2010 Onwards",1,8.2,8.2,14.7,-2.53447962575399,55.926413205225,27.924,33.411,6.648,5.343,33.757,0.043,33.995,1.84,48.515,42.278,24.124,0.102,6.538,6.992,8.059,4.163,8.058,0.542,6.98,2.46,2.46,4.06710147857666,284,9,"S01001573",658,41.4,45,526,210,40,436,26.1,284,168,59,2013,"East Lothian",8012,12,23,3,10,0,1,9,"NOC",12,13.0434782608696,43.4782608695652,0,4.34782608695652,39.1304347826087
"L_1347",235111,636360,"GlaxoSmithKline Wind Project (Turbine 4)",1,2.5,2.5,"Approved","4370","21/05/2015","Strathclyde","Scotland","Scotland","13/11/2012","01/01/2014","01/06/2014","Large",2012,"2010 Onwards",1,0.2,0.2,26.5,-4.61818872123108,55.5928668179787,8.201,32.252,1.575,0.952,135.001,0.286,8.38,0.16,12.37,45.095,40.11,0.303,1.22,0.629,36.041,10.319,19.731,1.638,1.22,0.497,0.497,1.04861187934875,13,7,"S01004354",514,37.6,38,394,77,20,323,15.2,206,141,68,2012,"North Ayrshire",8022,12,30,1,11,0,6,12,"NOC",16,3.33333333333333,36.6666666666667,0,20,40
"L_1348",376574,783246,"Jacksbank Wind Farm (Glenbervie)",3,2.26,6.8,"Approved","4511","02/10/2014","Grampian","Scotland","Scotland","22/02/2010",NA,"12/07/2014","Large",2010,"Before 2010",1,24.1,24.1,0,-2.38662085366159,56.9398902760298,30.259,43.633,6.588,4.732,127.447,0.585,31.253,0.048,87.9,27.323,18.226,0.624,3.982,2.154,23.737,7.826,11.301,8.514,9.329,1.694,1.694,2.63440299034119,170,8,"S01000285",719,40.3,43,580,201,35,485,26.8,278,227,82,2010,"Aberdeenshire",8002,12,68,13,0,25,8,22,"NOC",35,19.1176470588235,0,36.7647058823529,11.7647058823529,32.3529411764706
"L_1349",359380,150740,"Shooters Bottom Wind Park",1,2,2,"Approved","3161","06/05/2009","Somerset","South West","England","15/09/2003",NA,"16/06/2008","Large",2003,"Before 2010",1,22.5,20.1,20.1,-2.58343995948539,51.2543693702787,16.148,0.97,0.801,1.263,58.859,6.257,20.027,0.67,21.998,52.652,6.463,2.792,3.168,6.63,13.542,5.914,7.389,2.876,4.571,1.168,1.168,3.25120139122009,239,7,"E01029056",2338,43.9,47,1942,820,42,687,39.2,963,718,75,2003,"Mendip",3301,1,46,31,0,11,4,NA,"Con",24,67.3913043478261,0,23.9130434782609,8.69565217391304,NA
"L_1350",293500,275500,"Bryn titli Windfarm",22,0.45,9.9,"Approved","3015","03/03/2010","Powys","Wales","Wales","12/03/1993",NA,"01/06/1994","Large",1993,"Before 2010",1,0.5,0.5,9.1,-3.56559193000899,52.3671653951116,39.83,23.842,16.308,4.454,125.531,13.804,35.692,1.888,77.171,31.827,10.72,13.804,1.433,18.071,23.647,1.7,0.138,0.138,7.448,2.718,2.718,7.52263927459717,459,8,"W01000477",1465,46.5,52,1233,343,28,378,20.6,621,537,86,1993,"Powys",4500,4,46,0,6,4,36,0,"Ind",24,0,13.0434782608696,8.69565217391304,78.2608695652174,0
"L_1351",439567,334685,"Derby Sewage Treatment Works",2,3.4,5,"Approved","4068","01/08/2017","Derbyshire","East Midlands","England","12/10/2010","22/05/2013","15/05/2014","Large",2010,"Before 2010",1,0.6,0.6,0.6,-1.4131267012803,52.9081464627954,9.333,38.791,0.811,2.087,125.681,0.859,4.449,1.304,7.447,25.211,11.677,0.859,0.968,0.447,36.582,20.552,32.906,3.261,0.811,0.009,0.009,0.291134595870972,43,6,"E01013595",2320,37.2,35,1803,403,22,750,20,957,638,67,2010,"Derby",1024,11,51,16,17,16,2,NA,"NOC",26,31.3725490196078,33.3333333333333,31.3725490196078,3.92156862745098,NA
"L_1352",289525,702720,"Rhodders Wind Farm",6,2,12,"Approved","4223","29/02/2016","Central","Scotland","Scotland","07/11/2011","01/08/2015","29/02/2016","Large",2011,"2010 Onwards",1,158.8,116.3,116.3,-3.7823928137043,56.2042099898633,27.819,22.02,5.881,5.824,117.388,7.141,12.831,4.683,12.306,24.533,22.468,7.207,5.77,6.591,6.867,6.955,6.864,4.229,7.747,5.262,5.262,12.3603410720825,484,10,"S01000894",493,46.2,49,438,147,34,326,21.2,231,169,73,2011,"Clackmannan",8006,12,18,1,8,1,1,7,"NOC",10,5.55555555555556,44.4444444444444,5.55555555555556,5.55555555555556,38.8888888888889
"L_1353",265320,609703,"Hare Hill (East Ayrshire)",20,0.66,13.2,"Approved","2711","06/12/2011","Strathclyde","Scotland","Scotland","10/02/1996",NA,"01/11/2000","Large",1996,"Before 2010",1,8,8,27.2,-4.12628278710007,55.3628043762983,32.098,47.008,12.875,4.962,98.87,13.107,33.524,2.609,29.05,75.989,30.965,5.978,3.431,4.106,30.843,13.19,5.256,0.773,3.873,3.556,3.556,5.45045804977417,582,10,"S01001276",607,40.1,43,490,93,19,411,16.1,226,186,82,1996,"East Ayrshire",8010,12,30,0,22,0,0,8,"Lab",16,0,73.3333333333333,0,0,26.6666666666667
"L_1354",304070,658330,"Harburnhead Wind Farm",22,3,51.7,"Approved","4225","01/12/2016","Lothian","Scotland","Scotland","20/12/2011","04/02/2016","01/12/2016","Large",2011,"2010 Onwards",1,9.6,9.6,21,-3.53217221173113,55.8086812051015,16.966,20.975,1.083,1.155,93.762,2.958,10.704,2.552,9.728,60.369,17.699,2.959,5.259,1.966,8.902,4.927,8.902,0.301,5.548,3.39,3.39,1.04738521575928,284,8,"S01006295",881,35.1,37,668,172,26,592,23.5,327,213,65,2011,"West Lothian",8029,12,32,1,14,0,4,13,"NOC",17,3.125,43.75,0,12.5,40.625
"L_1355",447872,511421,"Seamer Wind Farm - Hambleton",2,2,4,"Approved","3791","29/11/2012","Cleveland","Yorkshire and Humber","England","27/03/2009","01/10/2011","01/11/2012","Large",2009,"Before 2010",1,111.6,50.1,50.1,-1.26239643339377,54.4958670596091,9.544,30.977,2.65,2.637,20.948,0.355,7.519,0.282,21.064,6.736,14.039,0.385,2.021,5.636,10.907,9.492,9.492,7.551,2.447,0.923,0.923,0.649392008781433,64,7,"E01012233",1437,41.9,46,1176,472,40,409,39.9,564,520,92,2009,"Stockton-On-Tees",724,11,56,13,22,8,13,NA,"NOC",29,23.2142857142857,39.2857142857143,14.2857142857143,23.2142857142857,NA
"L_1356",225230,209760,"Parc Cynog Extension",6,1.3,7.8,"Approved","2950","03/02/2010","Dyfed","Wales","Wales","02/02/2006",NA,"01/11/2009","Large",2006,"Before 2010",1,1.7,1.7,10.7,-4.53374625132205,51.7591813363554,15.839,22.527,1.049,1.509,62.694,3.99,14.651,0.827,32.092,7.017,13.926,3.99,4.262,6.677,18.863,1.701,3.412,1.19,6.067,0.817,0.817,6.73666048049927,143,7,"W01000672",1629,43.7,47,1366,294,22,456,17.8,681,473,69,2006,"Carmarthenshire",7009,13,74,1,25,0,32,16,"NOC",38,1.35135135135135,33.7837837837838,0,43.2432432432432,21.6216216216216
"L_1357",447216,344836,"Newthorpe Wind Turbine",1,2.5,2.5,"Approved","3793","10/04/2014","Nottinghamshire","East Midlands","England","03/12/2010","23/04/2013","08/04/2014","Large",2010,"Before 2010",1,1.1,1.1,9.8,-1.29792733386414,52.9987734033055,16.356,50.807,0.603,1.4,113.508,4.366,6.917,0.999,3.891,22.688,23.831,4.366,0.604,0.386,46.729,21.359,27.088,2.6,0.618,0.618,0.689,0.65057909488678,56,6,"E01028115",1501,47.9,51,1318,234,18,416,16.3,666,625,94,2010,"Broxtowe",3003,1,44,17,9,16,2,NA,"NOC",23,38.6363636363636,20.4545454545455,36.3636363636364,4.54545454545455,NA
"L_1358",520400,241520,"Langford Wind Farm",10,2,20,"Approved","4666","16/09/2014","Bedfordshire","Eastern","England","11/02/2009","17/02/2013","30/01/2014","Large",2009,"Before 2010",1,2.1,1.8,1.8,-0.245278782633068,52.0589871760766,5.027,11.558,1.361,1.785,108.51,2.235,5.027,1.326,5.815,104.692,12.838,2.24,0.614,1.14,32.902,16.362,32.902,5.774,1.14,1.14,1.855,0.411097705364227,42,6,"E01017414",1736,40.6,42,1405,422,30,516,29.3,720,547,76,2009,"Central Bedfordshire",225,11,66,54,0,11,1,NA,"Con",34,81.8181818181818,0,16.6666666666667,1.51515151515152,NA
"L_1359",595000,205000,"Bradwell Wind Farm (Repower)",10,2,20,"Approved","3936","22/01/2014","Essex","Eastern","England","30/03/2006","01/04/2012","30/09/2013","Large",2006,"Before 2010",1,39.7,24.6,24.6,0.821042942728448,51.7098352804367,12.316,26.322,10.198,3.317,47.716,2.688,11.518,0.571,39.988,92.07,3.177,2.691,15.128,5.713,0.316,0.934,0.316,0.316,4.524,0.46,0.46,0.290249705314636,3,6,"E01021901",1878,44.4,47,1563,330,21,532,20.1,794,686,86,2006,"Maldon",1509,1,31,21,2,0,8,NA,"Con",16,67.741935483871,6.45161290322581,0,25.8064516129032,NA
"L_1360",405590,554583,"Kiln Pit Hill Windfarm",6,2,12,"Approved","3938","25/02/2013","Northumberland","North East","England","15/02/2006","01/11/2011","01/08/2012","Large",2006,"Before 2010",1,21.7,21.7,0,-1.91439069463498,54.8859654946009,6.228,2.33,3.828,2.169,35.708,3.387,20.966,0.174,21.779,22.501,4.733,3.387,1.58,6.51,34.219,4.806,4.806,4.525,3.669,0.902,0.902,1.83564805984497,227,7,"E01027506",1148,42.5,46,947,415,44,342,43.6,468,298,64,2006,"Northumberland",2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA
"L_1361",382400,419200,"Scout Moor Windfarm",26,2.5,65,"Approved","3177","16/08/2012","Lancashire","North West","England","30/06/2003","01/09/2007","01/06/2008","Large",2003,"Before 2010",1,10,10,24,-2.26785858213303,53.6689765878838,23.031,17.263,1.516,2.438,126.727,3.603,21.036,1.086,2.753,21.283,35.247,4.096,2.753,3.188,35.337,10.262,11.683,3.614,2.551,1.981,1.981,9.17196083068848,428,8,"E01025358",2200,41.8,43,1833,745,41,727,37,943,808,86,2003,"Rossendale",2311,1,36,17,18,1,0,NA,"NOC",19,47.2222222222222,50,2.77777777777778,0,NA
