"","Ref_ID","Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","yearCategory","Planning_Status_Summary","NearestTurbineBuilt","NearestTurbinePlanned","NearestTurbineRejected","lon","lat","Airports","AONB","ARoads","BRoads","HCoast","HVpowerline","MilitarySites","MinRoads","Motorways","NationalParks","NNR","Powerlines","PrimaryRoads","Railway","RAMSAR","SACS","SPA","SSSI","UrbanLarge","UrbanRegions","UrbanSmall","Slope","UKElevation","WindSpeed45","CensusMerged","AgeTotal","AgeMean","AgeMedian","QualTotal","QualLevel4","QualPercL4","SocGrdTot","SocGrdAB","TenureTotal","TenureOwned","PercOwn","Year","Authority","Code","Type","Council_si","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_sha","Planning_Status_Code","Airports_Trans","AONB_Trans","ARoads_Trans","BRoads_Trans","HCoast_Trans","HVpowerline_Trans","MilitarySites_Trans","MinRoads_Trans","Motorways_Trans","NationalParks_Trans","NNR_Trans","Powerlines_Trans","PrimaryRoads_Trans","Railway_Trans","RAMSAR_Trans","SACS_Trans","SPA_Trans","SSSI_Trans","UrbanLarge_Trans","UrbanRegions_Trans","UrbanSmall_Trans"
"1","2549","L_0050",639100,293300,"Stockton Wind Turbine",2,0,1.5,"Refused/Abandoned","03/08/2005","Norfolk","Eastern","England","09/03/1998",NA,NA,"Large",1998,"Before 2010",0,7.9,7.9,9.7,1.52008823893042,52.4851871805099,24.369,9.471,4.184,3.553,15.815,1.367,17.102,0.212,101.377,1.428,9.659,1.368,0.205,4.469,1.424,1.424,1.424,0.907,3.598,0.394,0.394,0.649392008781433,24,6,"E01026899",1479,43.2,45,1195,320,27,404,20.5,602,448,74,1998,"South Norfolk",2607,1,47,12,3,30,2,NA,"LD",24,25.531914893617,6.38297872340426,63.8297872340426,4.25531914893617,0,0,24.369,9.471,4.184,3.553,15.815,1.367,17.102,0.212,30,1.428,9.659,1.368,0.205,4.469,1.424,1.424,1.424,0.907,3.598,0.394,0.394
"2","2550","L_0051",639700,294700,"Brundish Wind Turbine",0,0,1.5,"Refused/Abandoned","02/05/2006","Norfolk","Eastern","England","09/03/1998",NA,NA,"Large",1998,"Before 2010",0,80,80,80,1.52991380874698,52.4974862069634,25.121,9.966,4.588,2.423,16.215,1.039,18.391,0.56,102.585,2.772,8.442,1.039,0.926,4.902,2.778,2.779,2.779,2.218,4.192,1.065,1.065,2.48498606681824,34,6,"E01026899",1479,43.2,45,1195,320,27,404,20.5,602,448,74,1998,"South Norfolk",2607,1,47,12,3,30,2,NA,"LD",24,25.531914893617,6.38297872340426,63.8297872340426,4.25531914893617,0,0,25.121,9.966,4.588,2.423,16.215,1.039,18.391,0.56,30,2.772,8.442,1.039,0.926,4.902,2.778,2.779,2.779,2.218,4.192,1.065,1.065
"3","2555","L_1373",646953,318736,"South Beach Wind Turbine (Somerton)",1,1.47,1.5,"Approved","09/05/2013","Norfolk","Eastern","England","21/05/1999",NA,"22/07/2000","Large",1999,"Before 2010",1,80,80,80,1.65446230427445,52.7098941697123,19.828,1.028,3.144,3.715,34.324,16.635,12.314,0.552,120.084,0.625,1.499,16.636,9.84,10.122,1.474,1.474,1.474,1.474,0.879,0.849,0.849,1.30099046230316,13,7,"E01026606",1567,49.7,55,1377,279,20,413,20.1,708,567,80,1999,"Great Yarmouth",2603,1,48,19,29,0,0,NA,"Lab",25,39.5833333333333,60.4166666666667,0,0,0,1,19.828,1.028,3.144,3.715,30,16.635,12.314,0.552,30,0.625,1.499,16.636,9.84,10.122,1.474,1.474,1.474,1.474,0.879,0.849,0.849
"4","2556","L_1252",581585,309935,"Swaffham 1 - Ecotech Wind Park",1,1.47,1.5,"Approved","04/12/2008","Norfolk","Eastern","England","02/03/1998",NA,"16/08/1999","Large",1998,"Before 2010",1,15.3,15.3,42.1,0.683267417043846,52.6567293509921,7.114,18.824,3.147,8.309,33.314,1.853,0.835,0.308,62.837,41.021,17.213,1.858,0.099,16.394,17.213,7.945,2.79,2.79,0.081,0.081,2.825,0.649392008781433,75,7,"E01026459",1418,48,51,1203,189,16,354,13.3,662,384,58,1998,"Breckland",2601,1,53,21,23,1,8,NA,"NOC",27,39.622641509434,43.3962264150943,1.88679245283019,15.0943396226415,0,1,7.114,18.824,3.147,8.309,30,1.853,0.835,0.308,30,30,17.213,1.858,0.099,16.394,17.213,7.945,2.79,2.79,0.081,0.081,2.825
"5","2559","L_1184",266200,287200,"Mynydd Gorddu Wind Farm",19,0.54,10.2,"Approved","18/05/2006","Dyfed","Wales","Wales","04/01/1991",NA,"18/04/1998","Large",1991,"Before 2010",1,2.6,2.6,10.8,-3.97100057615036,52.4662965249109,37.693,49.991,4.959,3.387,136.271,7.779,8.576,1.202,80.449,9.352,3.939,7.779,1.775,3.58,3.774,3.862,5.798,1.596,7.477,1.898,1.898,5.3372631072998,265,7,"W01000523",1910,42.4,44,1568,658,42,578,31.1,834,651,78,1991,"Ceredigion",4102,3,44,0,1,9,31,3,"Ind",23,0,2.27272727272727,20.4545454545455,70.4545454545455,6.81818181818182,1,30,30,4.959,3.387,30,7.779,8.576,1.202,30,9.352,3.939,7.779,1.775,3.58,3.774,3.862,5.798,1.596,7.477,1.898,1.898
"6","2560","L_0056",290400,308000,"Nant Carfan Wind Farm",0,0,20.8,"Refused/Abandoned","09/12/2003","Powys","Wales","Wales","20/04/1999",NA,NA,"Large",1999,"Before 2010",0,6.4,6.4,19.7,-3.62182324094885,52.6586091286528,31.613,34.914,17.152,5.227,157.445,26.509,40.325,1.229,73.162,4.22,5.842,26.509,4.433,5.011,22.822,5.179,5.179,2.009,19.282,2.774,2.774,4.85517978668213,428,7,"W01000452",1931,46,50,1614,464,29,520,21.3,825,649,79,1999,"Powys",7017,13,72,1,7,6,58,0,"Ind",37,1.38888888888889,9.72222222222222,8.33333333333333,80.5555555555556,0,0,30,30,17.152,5.227,30,26.509,30,1.229,30,4.22,5.842,26.509,4.433,5.011,22.822,5.179,5.179,2.009,19.282,2.774,2.774
"7","2561","L_0794",302500,280000,"Hirddywell Windfarm",0,0,14.8,"Refused/Abandoned","29/06/2011","Powys","Wales","Wales","30/08/2000",NA,NA,"Large",2000,"Before 2010",0,4.3,4.3,6.7,-3.43476691383228,52.4092852507359,30.444,14.043,14.324,4.925,131.077,15.249,43.223,1.2,68.205,34.426,20.705,15.249,5.669,11.206,33.676,4.269,7.83,1.946,7.675,4.438,4.438,2.09652185440063,548,8,"W01000453",1405,44.8,48,1171,308,26,387,22.5,587,448,76,2000,"Powys",7017,13,73,1,6,6,60,0,"Ind",37,1.36986301369863,8.21917808219178,8.21917808219178,82.1917808219178,0,0,30,14.043,14.324,4.925,30,15.249,30,1.2,30,30,20.705,15.249,5.669,11.206,30,4.269,7.83,1.946,7.675,4.438,4.438
"8","2563","L_1459",281000,280000,"Cefn Croes Wind Farm",39,1.5,58.5,"Approved","22/04/2009","Dyfed","Wales","Wales","24/07/2000",NA,"25/01/2005","Large",2000,"Before 2010",1,23.3,1.5,1.5,-3.75069117381796,52.4050276847992,47.067,35.282,5.307,4.229,128.861,0.902,22.583,4.235,76.469,20.551,5.524,0.902,2.841,7.727,16.113,2.788,0.32,0.32,14.228,4.282,4.282,5.28202772140503,551,8,"W01000543",2020,43.4,47,1662,580,35,621,23.2,880,686,78,2000,"Ceredigion",7008,13,44,0,1,7,22,14,"NOC",23,0,2.27272727272727,15.9090909090909,50,31.8181818181818,1,30,30,5.307,4.229,30,0.902,22.583,4.235,30,20.551,5.524,0.902,2.841,7.727,16.113,2.788,0.32,0.32,14.228,4.282,4.282
"9","2564","L_1338",291053,295836,"Carno 'B' Wind Farm",28,0.6,16.8,"Approved","30/10/2011","Powys","Wales","Wales","30/12/1993",NA,"01/10/1996","Large",1993,"Before 2010",1,6.5,6.5,62.4,-3.60816294453716,52.5494325382762,31.633,27.692,17.787,2.078,145.407,16.67,34.807,1.896,73.93,15.209,17.818,16.67,4.727,4.046,21.56,4.497,17.289,1.26,11.424,1.891,1.891,2.91456985473633,465,8,"W01000452",1931,46,50,1614,464,29,520,21.3,825,649,79,1993,"Powys",4500,4,46,0,6,4,36,0,"Ind",24,0,13.0434782608696,8.69565217391304,78.2608695652174,0,1,30,27.692,17.787,2.078,30,16.67,30,1.896,30,15.209,17.818,16.67,4.727,4.046,21.56,4.497,17.289,1.26,11.424,1.891,1.891
"10","2565","L_1299",293000,295000,"Carno 'A' Wind Farm",28,0.6,16.8,"Approved","30/10/2011","Powys","Wales","Wales","16/08/1993",NA,"01/10/1996","Large",1993,"Before 2010",1,71,46.7,46.7,-3.57919113474359,52.5423064228343,29.979,25.573,18.462,4.079,144.797,17.535,36.346,0.846,72.197,16.856,18.661,17.535,3.502,3.542,23.574,3.663,18.22,3.014,9.959,3.039,3.039,1.453782081604,436,8,"W01000433",2316,44.8,48,1959,430,22,654,18,1032,755,73,1993,"Powys",4500,4,46,0,6,4,36,0,"Ind",24,0,13.0434782608696,8.69565217391304,78.2608695652174,0,1,29.979,25.573,18.462,4.079,30,17.535,30,0.846,30,16.856,18.661,17.535,3.502,3.542,23.574,3.663,18.22,3.014,9.959,3.039,3.039
"11","2566","L_1177",287000,308000,"Cemmaes 'B' Wind Farm",6,0.56,3.4,"Approved","03/02/2010","Powys","Wales","Wales","04/09/1996",NA,"01/02/2002","Large",1996,"Before 2010",1,80,75.4,75.4,-3.67206778266192,52.6579106195817,33.811,37.552,14.022,6.002,157.162,25.232,37.705,1.242,76.56,2.567,7.425,25.232,2.34,4.954,20.192,6.451,6.451,3.66,16.4,1.798,1.798,9.24789047241211,397,7,"W01000452",1931,46,50,1614,464,29,520,21.3,825,649,79,1996,"Powys",7017,13,83,3,10,8,61,1,"Ind",42,3.6144578313253,12.0481927710843,9.63855421686747,73.4939759036145,1.20481927710843,1,30,30,14.022,6.002,30,25.232,30,1.242,30,2.567,7.425,25.232,2.34,4.954,20.192,6.451,6.451,3.66,16.4,1.798,1.798
"12","2567","L_1192",244000,389000,"Trysglwyn Wind Farm",14,0.4,5.6,"Approved","09/12/2003","Gwynedd","Wales","Wales","08/08/1992",NA,"01/05/1996","Large",1992,"Before 2010",1,3.8,2.4,2.4,-4.34646647138793,53.3747597229158,63.417,2.768,2.187,1.178,133.045,2.173,12.167,0.21,82.57,26.198,6.159,2.174,14.518,2.793,6.159,6.159,5.099,1.086,3.027,1.035,1.035,2.21508526802063,79,7,"W01000021",2264,45.9,49,1928,464,24,597,15.2,968,744,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5882352941176,12.9032258064516,11.25,11.7647058823529,0,1,30,2.768,2.187,1.178,30,2.173,12.167,0.21,30,26.198,6.159,2.174,14.518,2.793,6.159,6.159,5.099,1.086,3.027,1.035,1.035
"13","2568","L_1152",293500,345500,"Hafoty Ucha '2' and '3' Wind Turbine",3,0.85,2.6,"Approved","03/03/2010","Clwyd","Wales","Wales","02/07/2001",NA,"15/12/2002","Large",2001,"Before 2010",1,19.5,19.5,32,-3.58825652970515,52.9962022836264,24.686,13.1,6.576,0.641,166.234,5.785,21.848,0.166,51.338,2.767,10.413,5.785,2.917,10.532,10.012,3.383,3.383,3.383,21.089,0.509,0.509,4.10998630523682,416,7,"W01000190",1399,44.6,46,1174,309,26,407,15.5,599,385,64,2001,"Conwy",7001,13,59,5,19,14,13,8,"NOC",30,8.47457627118644,32.2033898305085,23.728813559322,22.0338983050847,13.5593220338983,1,24.686,13.1,6.576,0.641,30,5.785,21.848,0.166,30,2.767,10.413,5.785,2.917,10.532,10.012,3.383,3.383,3.383,21.089,0.509,0.509
"14","2570","L_0064",289000,371200,"Mynydd Glyn Lws Wind Farm",0,0,3.6,"Refused/Abandoned","02/12/2014","Clwyd","Wales","Wales","27/03/1995",NA,NA,"Large",1995,"Before 2010",0,21.8,21.8,31.8,-3.66416974260226,53.2262080529419,18.135,18.323,1.231,2.927,140.676,0.148,10.565,0.027,41.672,12.216,12.654,0.15,7.393,7.262,21.894,10.312,7.433,2.744,6.518,2.323,2.323,4.03480529785156,282,8,"W01000122",2122,44,47,1796,556,31,594,20.7,882,624,71,1995,"Conwy",7001,13,60,9,19,18,12,2,"NOC",31,15,31.6666666666667,30,20,3.33333333333333,0,18.135,18.323,1.231,2.927,30,0.148,10.565,0.027,30,12.216,12.654,0.15,7.393,7.262,21.894,10.312,7.433,2.744,6.518,2.323,2.323
"15","2573","L_0065",284500,374500,"Mynydd Llanelian Wind Farm",0,0,6.5,"Refused/Abandoned","29/03/2005","Clwyd","Wales","Wales","02/02/2001",NA,NA,"Large",2001,"Before 2010",0,48.4,48.4,80,-3.73274149709226,53.254897394713,23.191,20.685,3.872,0.509,137.667,0.914,14.411,0.35,44.574,7.605,9.178,0.917,4.023,4.659,24.212,4.999,4.832,0.579,3.161,1.812,1.812,2.6775004863739,326,8,"W01000122",2122,44,47,1796,556,31,594,20.7,882,624,71,2001,"Conwy",7001,13,59,5,19,14,13,8,"NOC",30,8.47457627118644,32.2033898305085,23.728813559322,22.0338983050847,13.5593220338983,0,23.191,20.685,3.872,0.509,30,0.914,14.411,0.35,30,7.605,9.178,0.917,4.023,4.659,24.212,4.999,4.832,0.579,3.161,1.812,1.812
"16","2576","L_1263",286800,306000,"Cemmaes 'C' Wind Farm",18,0.85,15.3,"Approved","14/09/2010","Powys","Wales","Wales","15/10/2000",NA,"23/02/2002","Large",2000,"Before 2010",1,4.6,4.6,4.9,-3.67433641558217,52.6398971572783,34.617,36.503,13.092,4.518,155.152,23.283,36.263,1.29,76.85,4.232,9.165,23.283,2.457,3.067,19.088,8.278,8.278,5.144,17.473,2.31,2.31,6.11801719665527,408,7,"W01000452",1931,46,50,1614,464,29,520,21.3,825,649,79,2000,"Powys",7017,13,73,1,6,6,60,0,"Ind",37,1.36986301369863,8.21917808219178,8.21917808219178,82.1917808219178,0,1,30,30,13.092,4.518,30,23.283,30,1.29,30,4.232,9.165,23.283,2.457,3.067,19.088,8.278,8.278,5.144,17.473,2.31,2.31
"17","2578","L_0068",249000,380000,"Prysan Wind Farm",0,0,9.9,"Refused/Abandoned","13/04/2005","Gwynedd","Wales","Wales","18/12/1995",NA,NA,"Large",1995,"Before 2010",0,7,6.5,6.5,-4.26707883807013,53.2953786504321,53.689,2.989,2.753,1.078,139.653,1.652,7.318,0.658,78.117,16.567,0.351,1.656,7.191,4.927,0.782,0.783,4.457,0.2,3.181,1.621,1.621,1.86132276058197,78,7,"W01000020",1315,46.7,50,1123,389,35,337,23.7,558,446,80,1995,"Isle Of Anglesey",7002,13,40,1,6,0,26,7,"Ind",21,2.5,15,0,65,17.5,0,30,2.989,2.753,1.078,30,1.652,7.318,0.658,30,16.567,0.351,1.656,7.191,4.927,0.782,0.783,4.457,0.2,3.181,1.621,1.621
"18","2579","L_0069",299200,301500,"Mynydd Yr Hendre Wind Farm",0,0,29.1,"Refused/Abandoned","10/03/2003","Powys","Wales","Wales","01/02/1999",NA,NA,"Large",1999,"Before 2010",0,10.3,10.3,80,-3.48978324817417,52.60190472211,22.613,23.991,11.291,8.303,152.091,15.931,44.517,0.275,64.942,13.75,14.101,15.931,5.082,5.327,29.883,11.789,13.314,4.305,11.411,1.788,1.788,4.23034524917603,412,8,"W01000433",2316,44.8,48,1959,430,22,654,18,1032,755,73,1999,"Powys",7017,13,72,1,7,6,58,0,"Ind",37,1.38888888888889,9.72222222222222,8.33333333333333,80.5555555555556,0,0,22.613,23.991,11.291,8.303,30,15.931,30,0.275,30,13.75,14.101,15.931,5.082,5.327,29.883,11.789,13.314,4.305,11.411,1.788,1.788
"19","2580","L_0998",290400,356500,"Llyn Alwen Wind Farm",0,0,19.3,"Refused/Abandoned","10/05/2002","Clwyd","Wales","Wales",NA,NA,NA,"Large",2002,"Before 2010",0,0.3,0.3,3.2,-3.63816957369211,53.0944161009051,20.617,21.085,0.926,5.44,155.308,14.55,15.203,1.048,48.579,5.839,3.764,14.55,5.151,10.468,21.023,9.498,9.498,0,16.973,3.014,3.014,4.71478223800659,389,7,"W01000159",1435,44,46,1195,312,26,385,17.4,564,387,69,2002,"Conwy",7001,13,59,5,19,14,13,8,"NOC",30,8.47457627118644,32.2033898305085,23.728813559322,22.0338983050847,13.5593220338983,0,20.617,21.085,0.926,5.44,30,14.55,15.203,1.048,30,5.839,3.764,14.55,5.151,10.468,21.023,9.498,9.498,0,16.973,3.014,3.014
"20","2581","L_0970",288200,355300,"Moel Rhiwlug Wind Farm",0,0,19.2,"Refused/Abandoned","13/03/2003","Clwyd","Wales","Wales",NA,NA,NA,"Large",2003,"Before 2010",0,29.7,0.1,0.1,-3.67059048455353,53.0831771946454,23.102,22.143,1.632,3.187,156.596,14.118,13.153,0.384,51.059,3.34,6.081,14.118,3.69,8.625,20.133,7.741,7.741,0,19.467,1.932,1.932,2.98776912689209,409,8,"W01000159",1435,44,46,1195,312,26,385,17.4,564,387,69,2003,"Conwy",7001,13,59,4,19,14,14,8,"NOC",30,6.77966101694915,32.2033898305085,23.728813559322,23.728813559322,13.5593220338983,0,23.102,22.143,1.632,3.187,30,14.118,13.153,0.384,30,3.34,6.081,14.118,3.69,8.625,20.133,7.741,7.741,0,19.467,1.932,1.932
"21","2582","L_1189",236000,387000,"Llanbabo Wind Farm",9,2.25,20.4,"Approved","04/06/2005","Gwynedd","Wales","Wales","05/08/1994",NA,"01/10/1997","Large",1994,"Before 2010",1,1.5,1.5,80,-4.46556598977044,53.3543756952061,63.59,3.955,3.575,5.217,138.135,0.911,10.709,0.267,90.597,31.258,11.229,0.911,9.322,5.221,11.229,6.443,6.443,0.199,9.006,1.428,1.428,1.83564805984497,62,7,"W01000028",1941,40.6,42,1586,330,21,572,11.4,802,521,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5882352941176,12.9032258064516,11.25,11.7647058823529,0,1,30,3.955,3.575,5.217,30,0.911,10.709,0.267,30,30,11.229,0.911,9.322,5.221,11.229,6.443,6.443,0.199,9.006,1.428,1.428
"22","2584","L_0073",381900,200500,"Windmill Hill",0,0,1.5,"Refused/Abandoned","05/02/2004","Gloucestershire","South West","England","06/10/2000",NA,NA,"Large",2000,"Before 2010",0,9.8,7,7,-2.26331599354561,51.7029457258218,8.044,0,2.302,1.611,100.381,3.841,21.091,0.036,6.587,50.234,8.764,3.841,9.885,4.391,9.897,3.498,9.912,0.272,1.889,1.41,1.41,2.67874550819397,213,7,"E01022370",1240,44.5,48,1025,435,42,361,39.3,534,389,73,2000,"Stroud",1605,1,55,24,18,5,8,NA,"NOC",28,43.6363636363636,32.7272727272727,9.09090909090909,14.5454545454545,0,0,8.044,0,2.302,1.611,30,3.841,21.091,0.036,6.587,30,8.764,3.841,9.885,4.391,9.897,3.498,9.912,0.272,1.889,1.41,1.41
"23","2586","L_1136",411500,541000,"Tow Law Wind Farm",3,0.9,2.6,"Approved","18/01/2002","Durham","North East","England","27/07/1999",NA,"30/12/2001","Large",1999,"Before 2010",1,0.5,0.5,0.5,-1.82280016984019,54.7638039640682,18.582,1.392,4.621,0.771,31.966,3.068,22.598,0.769,18.745,34.269,8.342,3.068,1.094,5.051,32.373,6.843,6.843,4.214,4.526,1.143,1.143,2.75899624824524,263,8,"E01020646",1586,41.1,43,1292,310,24,497,18.7,688,492,72,1999,"Durham",1304,1,49,0,33,13,3,NA,"Lab",25,0,67.3469387755102,26.530612244898,6.12244897959184,0,1,18.582,1.392,4.621,0.771,30,3.068,22.598,0.769,18.745,30,8.342,3.068,1.094,5.051,30,6.843,6.843,4.214,4.526,1.143,1.143
"24","2586","L_1136",411500,541000,"Tow Law Wind Farm",3,0.9,2.6,"Approved","18/01/2002","Durham","North East","England","27/07/1999",NA,"30/12/2001","Large",1999,"Before 2010",1,0.5,0.5,0.5,-1.82280016984019,54.7638039640682,18.582,1.392,4.621,0.771,31.966,3.068,22.598,0.769,18.745,34.269,8.342,3.068,1.094,5.051,32.373,6.843,6.843,4.214,4.526,1.143,1.143,2.75899624824524,263,8,"E01020646",1586,41.1,43,1292,310,24,497,18.7,688,492,72,1999,"Durham",1300,2,61,2,53,2,4,NA,"Lab",31,3.27868852459016,86.8852459016393,3.27868852459016,6.55737704918033,0,1,18.582,1.392,4.621,0.771,30,3.068,22.598,0.769,18.745,30,8.342,3.068,1.094,5.051,30,6.843,6.843,4.214,4.526,1.143,1.143
"25","2587","L_1129",400800,576900,"Kirkheaton Wind Farm",3,0.6,1.8,"Approved","10/06/2009","Northumberland","North East","England","04/11/1997",NA,"22/05/2000","Large",1997,"Before 2010",1,5.5,5.5,7.3,-1.98900404661712,55.0865394587312,18.167,18.166,6.052,2.506,32.714,8.708,22.248,1.418,26.72,12.525,21.668,8.708,5.43,13.462,26.22,14.847,20.097,4.373,11.863,1.029,1.029,1.83564805984497,239,8,"E01027447",1777,43.6,47,1482,561,38,560,33.2,768,409,53,1997,"Northumberland",2800,2,66,13,43,8,2,NA,"Lab",34,19.6969696969697,65.1515151515152,12.1212121212121,3.03030303030303,0,1,18.167,18.166,6.052,2.506,30,8.708,22.248,1.418,26.72,12.525,21.668,8.708,5.43,13.462,26.22,14.847,20.097,4.373,11.863,1.029,1.029
"26","2588","L_0076",394000,645000,"Moorsyde Wind Farm",7,3,16.1,"Refused/Abandoned","06/12/2010","Northumberland","North East","England","13/01/2005",NA,NA,"Large",2005,"Before 2010",0,0.4,0.4,0.4,-2.0970234049361,55.6984188819512,11.514,9.18,2.152,1.394,9.18,6.112,21.041,0.51,80.124,13.47,10.111,6.112,7.144,5.867,9.221,4.298,9.222,4.298,7.276,0.561,0.561,1.77020907402039,77,7,"E01027382",1687,48.2,52,1457,438,30,485,23.3,796,492,62,2005,"Northumberland",2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,0,0,11.514,9.18,2.152,1.394,9.18,6.112,21.041,0.51,30,13.47,10.111,6.112,7.144,5.867,9.221,4.298,9.222,4.298,7.276,0.561,0.561
"27","2591","L_1560",436900,548200,"Great Eppleton Wind Farm",4,0.75,3,"Approved","07/10/2009","Tyne and Wear","North East","England","02/08/1995",NA,"01/04/1997","Large",1995,"Before 2010",1,2.3,0,0,-1.42715764725453,54.8272853070677,6.953,27.741,1.683,1.469,5.665,0.128,20.269,0.871,6.111,39.338,9.737,0.131,3.036,4.842,6.046,6.333,6.046,0.536,1.031,1.031,1.929,2.87531709671021,137,8,"E01008746",1643,37.3,37,1275,115,9,539,5.2,714,276,39,1995,"Sunderland",5105,5,75,4,68,2,1,NA,"Lab",38,5.33333333333333,90.6666666666667,2.66666666666667,1.33333333333333,0,1,6.953,27.741,1.683,1.469,5.665,0.128,20.269,0.871,6.111,30,9.737,0.131,3.036,4.842,6.046,6.333,6.046,0.536,1.031,1.031,1.929
"28","2599","L_0078",404300,507500,"High Moor Wind Farm",0,0,14.7,"Refused/Abandoned","30/10/2011","Durham","North East","England","26/04/1996",NA,NA,"Large",1996,"Before 2010",0,6.2,6.2,27.1,-1.93517401632058,54.4628602790665,30.923,2.691,9.664,6.467,52.518,10.47,3.529,1.47,17.553,2.498,23.318,10.47,6.424,15.887,42.621,6.104,6.104,2.658,8.235,1.252,1.252,3.59579563140869,457,8,"E01020863",1390,44.7,48,1188,421,35,430,26,589,401,68,1996,"Durham",1304,1,49,0,38,7,4,NA,"Lab",25,0,77.5510204081633,14.2857142857143,8.16326530612245,0,0,30,2.691,9.664,6.467,30,10.47,3.529,1.47,17.553,2.498,23.318,10.47,6.424,15.887,30,6.104,6.104,2.658,8.235,1.252,1.252
"29","2599","L_0078",404300,507500,"High Moor Wind Farm",0,0,14.7,"Refused/Abandoned","30/10/2011","Durham","North East","England","26/04/1996",NA,NA,"Large",1996,"Before 2010",0,6.2,6.2,27.1,-1.93517401632058,54.4628602790665,30.923,2.691,9.664,6.467,52.518,10.47,3.529,1.47,17.553,2.498,23.318,10.47,6.424,15.887,42.621,6.104,6.104,2.658,8.235,1.252,1.252,3.59579563140869,457,8,"E01020863",1390,44.7,48,1188,421,35,430,26,589,401,68,1996,"Durham",1300,2,72,6,56,6,4,NA,"Lab",37,8.33333333333333,77.7777777777778,8.33333333333333,5.55555555555556,0,0,30,2.691,9.664,6.467,30,10.47,3.529,1.47,17.553,2.498,23.318,10.47,6.424,15.887,30,6.104,6.104,2.658,8.235,1.252,1.252
"30","2600","L_0815",387300,634700,"Moneylaws Hill",0,0,11.2,"Refused/Abandoned","10/06/2009","Northumberland","North East","England",NA,NA,NA,"Large",2009,"Before 2010",0,16.7,2.9,2.9,-2.20313800153703,55.6057413225551,6.868,20.448,4.947,1.049,20.448,2.006,13.187,1.052,78.032,1.595,20.927,2.007,3.624,6.013,6.78,1.217,6.768,1.217,12.825,0.67,0.67,3.12432742118835,238,8,"E01027375",1773,46,50,1539,465,30,566,20,812,354,44,2009,"Northumberland",2821,11,67,17,17,26,7,NA,"NOC",34,25.3731343283582,25.3731343283582,38.8059701492537,10.4477611940298,0,0,6.868,20.448,4.947,1.049,20.448,2.006,13.187,1.052,30,1.595,20.927,2.007,3.624,6.013,6.78,1.217,6.768,1.217,12.825,0.67,0.67
"31","2602","L_0080",328600,484000,"Lowick Beacon Windfarm",0,0,1.2,"Refused/Abandoned","30/10/2011","Cumbria","North West","England","19/06/1995",NA,NA,"Large",1995,"Before 2010",0,7.8,2.5,2.5,-3.0972297209525,54.2466845575133,35.699,16.391,1.769,1.271,42.926,3.042,12.288,0.305,24.631,1.406,4.133,3.042,1.379,5.555,3.234,1.856,3.234,1.547,4.884,1.192,1.192,4.05673789978027,198,7,"E01019351",1753,45.7,49,1510,624,41,528,35.2,760,594,78,1995,"South Lakeland",906,1,52,11,6,21,14,NA,"NOC",27,21.1538461538462,11.5384615384615,40.3846153846154,26.9230769230769,0,0,30,16.391,1.769,1.271,30,3.042,12.288,0.305,24.631,1.406,4.133,3.042,1.379,5.555,3.234,1.856,3.234,1.547,4.884,1.192,1.192
"32","2605","L_0081",360800,494000,"Firbank Wind Farm",0,0,9.7,"Refused/Abandoned","30/10/2011","Cumbria","North West","England","25/09/1998",NA,NA,"Large",1998,"Before 2010",0,15.6,15.6,80,-2.60443514559709,54.3400374831875,43.944,16.962,1.53,1.583,67.165,3.981,25.831,0.553,0.768,2.019,15.695,3.981,1.553,2.168,15.695,3.606,15.695,3.606,4.516,1.354,1.354,3.2419707775116,306,7,"E01019394",2313,43.8,48,1908,717,38,677,31.9,926,760,82,1998,"South Lakeland",906,1,52,13,10,20,9,NA,"NOC",27,25,19.2307692307692,38.4615384615385,17.3076923076923,0,0,30,16.962,1.53,1.583,30,3.981,25.831,0.553,0.768,2.019,15.695,3.981,1.553,2.168,15.695,3.606,15.695,3.606,4.516,1.354,1.354
"33","2606","L_0082",357100,503800,"Whinash Wind Farm",27,2.5,67.5,"Refused/Abandoned","20/12/2009","Cumbria","North West","England","29/09/2003",NA,NA,"Large",2003,"Before 2010",0,38.4,33.7,33.7,-2.66275835417329,54.4278063729018,52.344,20.5,3.931,4.69,61.435,1.898,21.307,1.06,3.95,1.82,9.395,1.899,1.771,3.725,20.989,1.453,20.988,1.453,10.61,1.075,1.075,5.3433575630188,456,9,"E01019325",1364,43.4,47,1129,329,29,427,19.7,589,448,76,2003,"Eden",905,1,38,5,0,5,28,NA,"Ind",20,13.1578947368421,0,13.1578947368421,73.6842105263158,0,0,30,20.5,3.931,4.69,30,1.898,21.307,1.06,3.95,1.82,9.395,1.899,1.771,3.725,20.989,1.453,20.988,1.453,10.61,1.075,1.075
